index,comment,n_star,date_time,label,clean_comment,GENERAL,SCREEN,CAMERA,FEATURES,BATTERY,PERFORMANCE,STORAGE,DESIGN,PRICE,SER&ACC
2747,"Máy đơ. Cảm ứng kém. Bắt fiwi bị lag. Noi chung ko ổn. Đang tính đổi máy,...............................................................",1,28/03/2020,{FEATURES#Negative};{PERFORMANCE#Positive};{GENERAL#Negative};,máy đơ cảm ứng kém bắt fiwi bị lag noi chung không ổn đang tính đổi máy,negative,none,none,negative,none,positive,none,none,none,none
2748,Tệ. Bị loạn cảm ứng. Hay treo máy. Chạy đa nhiệm 4 table đổ lên là đơ đơ. Pin thì tạm ổn. Nói chung là hối hận khi mua,1,22/10/2019,{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Negative};,tệ bị loạn cảm ứng hay treo máy chạy đa nhiệm 4 table đổ lên là đơ đơ pin thì tạm ổn nói chung là hối hận khi mua,negative,none,none,negative,neutral,negative,none,none,none,none
2749,Máy ngon xài tốt chiến game mượt giá tốt lun tóm lại lài ok đó                 .,5,4/3/2019,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,máy ngon xài tốt chiến game mượt giá tốt lun tóm lại lài ok đó,positive,none,none,none,none,positive,none,none,positive,none
2750,"Máy mượt, pin trâu nhưng để nguyên từ đêm đến sáng tụt 4 đến 5% đấy nên phải tắt wifi đi nhé ,ảnh chụp thì xấu màu không đẹp k nét lắm. Màu xanh ngọc đẹp lắm các bạn ạ màu đen thì hơi ánh xanh dương bóng  chứ không đen sì  đâu ,  điện thoại kích thước ok  để túi quần con gái k vừa nhưng to thế xem phim mới thích",4,16/08/2020,{CAMERA#Negative};{BATTERY#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};,máy mượt pin trâu nhưng để nguyên từ đêm đến sáng tụt 4 đến 5 đấy nên phải tắt wifi đi nhé ảnh chụp thì xấu màu không đẹp không nét lắm màu xanh ngọc đẹp lắm các bạn ạ màu đen thì hơi ánh xanh dương bóng chứ không đen sì đâu điện thoại kích thước ok để túi quần con gái không vừa nhưng to thế xem phim mới thích,none,none,negative,none,neutral,positive,none,positive,none,none
2751,"Máy bị loạn bàn phím khi nhắn tin, có lúc cứ nhảy vị trí lung tung. Pin hao nhiều tỉ lệ thuận với sạc nhanh, bắt sóng yếu.",3,30/06/2019,{FEATURES#Negative};{BATTERY#Negative};,máy bị loạn bàn phím khi nhắn tin có lúc cứ nhảy vị trí lung tung pin hao nhiều tỉ lệ thuận với sạc nhanh bắt sóng yếu,none,none,none,negative,negative,none,none,none,none,none
2752,"Trải nghiệm đc 2 ngày Sản phẩm wa là OK sạc nhanh, pin cực trâu.choi game là thì bao mượt.nhan viên thì nhiệt tình.",5,18/07/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,trải nghiệm được 2 ngày sản phẩm quá là ok sạc nhanh pin cực trâu choi game là thì bao mượt nhan viên thì nhiệt tình,positive,none,none,none,positive,positive,none,none,none,positive
2753,Đẹp khá ưng ý nhân viên nhiệt tình nhất là anh quản lý hướng dẫn tận tình mùa dịch.,5,3/4/2020,{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,đẹp khá ưng ý nhân viên nhiệt tình nhất là anh quản lý hướng dẫn tận tình mùa dịch,positive,none,none,none,none,none,none,positive,none,positive
2754,Sản phẩm qua gọn trong tầm giá pin châu câu hịnh gọn . Rất hài lòng ae nào chiến gmae thiua nhẹ đất ok đã trại ghiep hơn 1t,5,17/05/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,sản phẩm qua gọn trong tầm giá pin châu câu hịnh gọn rất hài lòng ae nào chiến gmae thiua nhẹ đất ok đã trại ghiep hơn 1t,positive,none,none,none,positive,positive,none,none,neutral,none
2755,Khá tốt trong tầm giá siêu rẻ phù hợp với học sinh sinh viên tuy nhiên cần cải thiện hơn vì cùng tầm giá này thì Itel p33 lại tỏ ra nhỉnh hơn về 1 số thông số,5,19/11/2019,{PRICE#Positive};{GENERAL#Positive};,khá tốt trong tầm giá siêu rẻ phù hợp với học sinh sinh viên tuy nhiên cần cải thiện hơn vì cùng tầm giá này thì itel p33 lại tỏ ra nhỉnh hơn về 1 số thông số,positive,none,none,none,none,none,none,none,positive,none
2756,Thật sự khi sd Iphone xong thì ko thể sd dòng Android được nữa . Từ 7Plus mà đợi lên tới Promax lun . Dân mê chụp ảnh thì đó là 1 lựa chọn tuyệt vời,5,5/2/2020,{OTHERS};,thật sự khi sử dụng iphone xong thì không thể sử dụng dòng android được nữa từ 7plus mà đợi lên tới promax lun dân mê chụp ảnh thì đó là 1 lựa chọn tuyệt vời,none,none,none,none,none,none,none,none,none,none
2757,"Tui thấy hài lòng với sản phẩm này. chụp ảnh đêm rất tốt. Nghe gọi rõ ràng, nghe nhạc rất hay.",5,3 tuần trước,{CAMERA#Negative};{FEATURES#Positive};{GENERAL#Positive};,tui thấy hài lòng với sản phẩm này chụp ảnh đêm rất tốt nghe gọi rõ ràng nghe nhạc rất hay,positive,none,negative,positive,none,none,none,none,none,none
2758,Tức thiệt bắt sóng gì yếu quá chơi game thì giật giật chụp hình thì mờ câm khuyên ae đừng mua đt Samsung sài thua đt trung quốc hối hận nản ghê mua về sài hối hận thôi,1,25/05/2019,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,tức thiệt bắt sóng gì yếu quá chơi game thì giật giật chụp hình thì mờ câm khuyên ae đừng mua điện thoại samsung xài thua điện thoại trung quốc hối hận nản ghê mua về xài hối hận thôi,negative,none,negative,negative,none,negative,none,none,none,negative
2759,Hối hận đã mua a70 mở khóa vân tay quá tệ.pin ko đủ dùng trong ngày mặt lưng xấu tệ tgdd bán giá đắt quá nản với sản phẩm rồi,1,28/08/2019,{FEATURES#Negative};{BATTERY#Negative};{PRICE#Negative};{GENERAL#Negative};,hối hận đã mua a70 mở khóa vân tay quá tệ pin không đủ dùng trong ngày mặt lưng xấu tệ tgdd bán giá đắt quá nản với sản phẩm rồi,negative,none,none,negative,negative,none,none,none,negative,none
2760,"quá tuyệt vời,quá mượt :)))tôi thích chiếc điện thoại này làm cho thấy tự tin hơn",5,26/07/2020,{PERFORMANCE#Positive};{GENERAL#Positive};,quá tuyệt vời quá mượt tốt tôi thích chiếc điện thoại này làm cho thấy tự tin hơn,positive,none,none,none,none,positive,none,none,none,none
2761,Máy chạy ổn định . Cập nhật camera lên thi nó kêu to hơn so với chưa cập nhật  . Mong nhà sản xuất  cập nhật nhiều hơn,4,21/03/2020,{CAMERA#Neutral};{GENERAL#Positive};{OTHERS};,máy chạy ổn định cập nhật camera lên thi nó kêu to hơn so với chưa cập nhật mong nhà sản xuất cập nhật nhiều hơn,positive,none,neutral,none,none,none,none,none,none,none
2762,"Máy gặp lỗi nhiều.như khi tự động chuyển đổi mạng,thi thoảng không lên bàn phím, nói chung mà chơi game gặp phải mạng không ổn định chuyển đổi mạng giữa 3g vs 4g thì phải mất 10 đến 15s",1,30/07/2020,{FEATURES#Negative};{GENERAL#Negative};,máy gặp lỗi nhiều như khi tự động chuyển đổi mạng thi thoảng không lên bàn phím nói chung mà chơi game gặp phải mạng không ổn định chuyển đổi mạng giữa 3g với 4g thì phải mất 10 đến 15s,negative,none,none,negative,none,none,none,none,none,none
2763,1 trong số những lỗi 9s mang lại. Chưa dc 1 tháng mà bị lỗi. Đem đổi máy mới dc ko mọi người,3,22/06/2020,{GENERAL#Negative};{OTHERS};,1 trong số những lỗi 9s mang lại chưa được 1 tháng mà bị lỗi đem đổi máy mới được không mọi người,negative,none,none,none,none,none,none,none,none,none
2764,"Khi nghe gọi xing thì mọi âm thanh của điện thoại như nhạc, bàn phím,  thông báo thì game dần đi ko nghe đc gì cả ko biết có khắc phục được ko ạ",3,1/6/2020,{FEATURES#Negative};,khi nghe gọi xing thì mọi âm thanh của điện thoại như nhạc bàn phím thông báo thì game dần đi không nghe được gì cả không biết có khắc phục được không ạ,none,none,none,negative,none,none,none,none,none,none
2765,"Mới vừa lấy máy về, máy rất đẹp, cầm rất chắc tay. Sử dụng vài hôm mới đánh giá về chất lượng của máy được. Thích nhất vẫn là sự phục vụ tận tình của nhân viên tgdd!",5,7 ngày trước,{DESIGN#Positive};{SER&ACC#Positive};{OTHERS};,mới vừa lấy máy về máy rất đẹp cầm rất chắc tay sử dụng vài hôm mới đánh giá về chất lượng của máy được thích nhất vẫn là sự phục vụ tận tình của nhân viên tgdd,none,none,none,none,none,none,none,positive,none,positive
2766,Xài máy nhanh nóng. Độ phân giải không rõ nét bằng ss j7 pro. Camera chụp không đẹp. Thất vọng về samsung a51,1,29/12/2019,{SCREEN#Negative};{CAMERA#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,xài máy nhanh nóng độ phân giải không rõ nét bằng ss j7 pro camera chụp không đẹp thất vọng về samsung a51,negative,negative,negative,none,none,negative,none,none,none,none
2767,mình mua được 1 tuần. Cảm thấy rất ok. Chơi game siêu mượn. Chụp hình rất ok. Chơi liên quân với độ sáng 60_70% một trận mất khoảng 2_3% pin. Sạc rất nhanh. Loa nghe rất to. Cảm ứng vân tay rất nhạy. Chiến tốt tựa game fortnite có đúng lượng 11G. Sạc 100% để ko nguyên ngày không bị tụt pin. Đáng đồng tiền bát gạo. Với giá 6tr được con sn 720G với cam 48mp. Pin 5020. Thấy còn sứng đáng mua hơn là Oppo renno4.,5,17/08/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{OTHERS};,mình mua được 1 tuần cảm thấy rất ok chơi game siêu mượn chụp hình rất ok chơi liên quân với độ sáng 60_70 một trận mất khoảng 2_3 pin sạc rất nhanh loa nghe rất to cảm ứng vân tay rất nhạy chiến tốt tựa game fortnite có đúng lượng 11g sạc 100 để không nguyên ngày không bị tụt pin đáng đồng tiền bát gạo với giá 6tr được con sn 720g với cam 48mp pin 5020 thấy còn sứng đáng mua hơn là oppo renno4,positive,none,positive,positive,positive,positive,none,none,positive,none
2768,"Ổn
Nhưg màn hình cs sước nhẹ
Nhân viên Giao hàng lịch sự
Ms mua đc 1 ngày thấy máy chạy cx ổn camera rất tuyệt",5,10/3/2020,{SCREEN#Negative};{CAMERA#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,ổn nhưg màn hình cs sước nhẹ nhân viên giao hàng lịch sự ms mua được 1 ngày thấy máy chạy cũng ổn camera rất tuyệt,positive,negative,positive,none,none,none,none,none,none,positive
2769,Camera cũng ổn chơi liên quân bao mượt pubg mức ổn pin trâu sạc siêu nhanh rất đáng đồng tiền tôi luôn ủng hộ hàng Việt Nam,5,19/02/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{SER&ACC#Positive};,camera cũng ổn chơi liên quân bao mượt pubg mức ổn pin trâu sạc siêu nhanh rất đáng đồng tiền tôi luôn ủng hộ hàng việt nam,none,none,positive,none,positive,positive,none,none,positive,positive
2770,Pin tụt qua nhanh chỉ đọc tin tức mà tụt nhanh hơn cả lúc chơi game...vân tay báo k phù hợp suốt...,3,26/09/2019,{FEATURES#Negative};{BATTERY#Negative};,pin tụt qua nhanh chỉ đọc tin tức mà tụt nhanh hơn cả lúc chơi game vân tay báo không phù hợp suốt,none,none,none,negative,negative,none,none,none,none,none
2771,Có ai chơi liên quân giống mình ko bao max nhung hao phin quá chơi 1 trận tầm 15p là ngốn mất 5%pin máy hay nóng máy mới luôn,4,26/01/2020,{BATTERY#Negative};{PERFORMANCE#Neutral};,có ai chơi liên quân giống mình không bao max nhung hao phin quá chơi 1 trận tầm 15p là ngốn mất 5 pin máy hay nóng máy mới luôn,none,none,none,none,negative,neutral,none,none,none,none
2772,Dòng sản phẩm giá trung.Rất tuyệt vời.Pin trâu.Camera sắc nét.Kết nối mạng cũng nhanh.,5,28/06/2020,{CAMERA#Positive};{FEATURES#Positive};{PRICE#Neutral};{GENERAL#Positive};,dòng sản phẩm giá trung rất tuyệt vời pin trâu camera sắc nét kết nối mạng cũng nhanh,positive,none,positive,positive,none,none,none,none,neutral,none
2773,Tựa là mới phát hiện cái loa bị rè ..ko biết là do bị lỗi hay do nhạc ....mai t sẽ đi đổi ( đã thử cùng 1 bản nhạc vs 1 chiec dt khác ) chup hình thì quá ok mà âm thành cùi,1,18/11/2019,{CAMERA#Positive};{FEATURES#Negative};{OTHERS};,tựa là mới phát hiện cái loa bị rè không biết là do bị lỗi hay do nhạc mai t sẽ đi đổi đã thử cùng 1 bản nhạc với 1 chiec điện thoại khác chup hình thì quá ok mà âm thành cùi,none,none,positive,negative,none,none,none,none,none,none
2774,"Mình đã trải nghiệm a70 và mình có nhận xét sao, máy đẹp màn hình lớn đẹp, may chỉ sử dụng fb và zing mp3 thôi ko chơi game mà vẫn bị lan giật , camera bt ko đẹp ko có j đặt biệt, cảm biến vân tay ko nhạy, khuôn mặt thì đỡ hơn vân tay, pin thi cũng ko dc tốt lắm nhanh hết nhưng bù lại sạc rất nhanh, mình thất vọng nhất là cảm ứng bàn phím bấm nhảy lung tung. Níu so sánh thua xa con a9pro 2016 mình từng sử dụng. Mong là samsung mao sớm cải thiện tốt hơn.",2,22/08/2019,{SCREEN#Positive};{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Negative};{DESIGN#Positive};{GENERAL#Negative};{OTHERS};,mình đã trải nghiệm a70 và mình có nhận xét sao máy đẹp màn hình lớn đẹp may chỉ sử dụng fb và zing mp3 thôi không chơi game mà vẫn bị lan giật camera bình thường không đẹp không có gì đặt biệt cảm biến vân tay không nhạy khuôn mặt thì đỡ hơn vân tay pin thi cũng không được tốt lắm nhanh hết nhưng bù lại sạc rất nhanh mình thất vọng nhất là cảm ứng bàn phím bấm nhảy lung tung níu so sánh thua xa con a9pro 2016 mình từng sử dụng mong là samsung mao sớm cải thiện tốt hơn,negative,positive,neutral,negative,neutral,negative,none,positive,none,none
2775,"Đã sử dụng được gần 3 tháng, xài khá tốt nhưng khi lên Android 10 realme UI thì tình trạng giật lag thường xảy ra",5,2 tuần trước,{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};,đã sử dụng được gần 3 tháng xài khá tốt nhưng khi lên android 10 realme ui thì tình trạng giật lag thường xảy ra,positive,none,none,none,none,negative,none,none,none,none
2776,"Không có gì phải chê ngoại trừ pin điện thoại tuột hơi nhanh, chơi game sử dụng khoảng 7 tiếng là hết pin",5,20/04/2020,{BATTERY#Negative};{GENERAL#Neutral};,không có gì phải chê ngoại trừ pin điện thoại tuột hơi nhanh chơi game sử dụng khoảng 7 tiếng là hết pin,neutral,none,none,none,negative,none,none,none,none,none
2777,"Máy đẹp,màn hình đẹp, là máy mới nên chạy rất mượt mà và có hỗ trợ sạc nhanh. rất tiếc ko có ốp lưng dù bản mình mua là bản 64G mong bên hãng sẽ cải thiện hơn.",5,7/10/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Negative};,máy đẹp màn hình đẹp là máy mới nên chạy rất mượt mà và có hỗ trợ sạc nhanh rất tiếc không có ốp lưng dù bản mình mua là bản 64g mong bên hãng sẽ cải thiện hơn,none,positive,none,none,positive,positive,none,positive,none,negative
2778,Mình mới mua mọi thứ đều tốt đối với mình ngoài việc k có tấm dán màn hình và mình sạc rất nóng máy mặc dù đã tắt wifi tắt các ưngz dụng ngầm. Tắt nguồn cũng vẫn thế .  Kb có làm sao k,4,28/06/2020,{BATTERY#Negative};{GENERAL#Positive};{SER&ACC#Negative};{OTHERS};,mình mới mua mọi thứ đều tốt đối với mình ngoài việc không có tấm dán màn hình và mình sạc rất nóng máy mặc dù đã tắt wifi tắt các ưngz dụng ngầm tắt nguồn cũng vẫn thế kb có làm sao không,positive,none,none,none,negative,none,none,none,none,negative
2779,"Chuyển qua sài xiaomi quả thật là rất tuyệt vời, nhiều tính năng hay, hiệu ứng sạc pin hay làm mình thích thú, nhiều chủ đề đẹp nữa,loa nghe nhạc xem phim ấm, mình rất khó tính chọn đt nhưng mà gặp xiaomi làm mình rất hài lòng.",5,30/06/2019,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,chuyển qua xài xiaomi quả thật là rất tuyệt vời nhiều tính năng hay hiệu ứng sạc pin hay làm mình thích thú nhiều chủ đề đẹp nữa loa nghe nhạc xem phim ấm mình rất khó tính chọn điện thoại nhưng mà gặp xiaomi làm mình rất hài lòng,positive,none,none,positive,positive,none,none,none,none,positive
2780,"Mới mua 2 ngày,  màn hình tối hơn redmi note 5a, loa to,  giảm ánh sáng xanh màu không rực nhưng mát mắt. Chưa chơi game chưa biết thế nào. Nhân viên TGDD Ngã 4 Gôi Vụ bản Nam định nhiệt tình, có 1 chị rất nhiệt tình khuyên mình mua trả góp mà mình trả thẳng 😂😂😂",5,1/11/2019,{SCREEN#Negative};{FEATURES#Positive};{SER&ACC#Positive};{OTHERS};,mới mua 2 ngày màn hình tối hơn redmi note 5a loa to giảm ánh sáng xanh màu không rực nhưng mát mắt chưa chơi game chưa biết thế nào nhân viên tgdd ngã 4 gôi vụ bản nam định nhiệt tình có 1 chị rất nhiệt tình khuyên mình mua trả góp mà mình trả thẳng tốt tốt tốt,none,negative,none,positive,none,none,none,none,none,positive
2781,"Khuyên m.n ko nên mua máy này chơi game ko đa nhiệm đâu, mình chơi liên quân thao tác bấm nó cứ bị loạn chiêu ko chơi được, ae cẩn thận nhé",2,15/08/2020,{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,khuyên mình n không nên mua máy này chơi game không đa nhiệm đâu mình chơi liên quân thao tác bấm nó cứ bị loạn chiêu không chơi được ae cẩn thận nhé,negative,none,none,none,none,negative,none,none,none,none
2782,Đang khuyến mãi hot quá!!! Tuần trước mới Mua điện thoại cho mẹ dùng thấy mẹ khen quá trời,5,17/04/2020,{GENERAL#Positive};{OTHERS};,đang khuyến mãi hot quá tuần trước mới mua điện thoại cho mẹ dùng thấy mẹ khen quá trời,positive,none,none,none,none,none,none,none,none,none
2783,Máy Sài ok.thất vọng về camera trước gọi video chùp hình mờ và tối.buồn về camera trước tại vì mình hay gọi video về quê.mong khắc phục........,4,11/5/2019,{CAMERA#Negative};{GENERAL#Positive};{OTHERS};,máy xài ok thất vọng về camera trước gọi video chùp hình mờ và tối buồn về camera trước tại vì mình hay gọi video về quê mong khắc phục,positive,none,negative,none,none,none,none,none,none,none
2784,"Mua được gần 2 tuần nói chung là khá ổn với mức giá, pin sử dụng lâu, mua sử dụng nghe gọi, lướt web, chơi game đều ok cả, đừng giảm giá là được",5,7 ngày trước,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,mua được gần 2 tuần nói chung là khá ổn với mức giá pin sử dụng lâu mua sử dụng nghe gọi lướt web chơi game đều ok cả đừng giảm giá là được,positive,none,none,positive,positive,positive,none,none,neutral,none
2785,Mới mua hôm qua. Chưa dùng nhiều chỉ để ý thấy sóng điện thoại yếu cả hai sim.phải mang ra hỏi mới dc,2,14/11/2019,{FEATURES#Negative};{OTHERS};,mới mua hôm qua chưa dùng nhiều chỉ để ý thấy sóng điện thoại yếu cả hai sim phải mang ra hỏi mới được,none,none,none,negative,none,none,none,none,none,none
2786,"Sảm phẩm dùng ổn, bắt wifi hơi yếu,loa hơi nhỏ và dạo gần đây k nghe đc nhạcHàn, UK-US trên mp3 chỉ nghe đc nhạc VN:(",3,14/03/2020,{FEATURES#Negative};{GENERAL#Positive};{OTHERS};,sảm phẩm dùng ổn bắt wifi hơi yếu loa hơi nhỏ và dạo gần đây không nghe được nhạchàn uk us trên mp3 chỉ nghe được nhạc vn không tốt,positive,none,none,negative,none,none,none,none,none,none
2787,"Mình mua máy hôm 3/5 ở TGDĐ Nguyễn Thị Tú. Nhân viên tư vấn nhiệt tình, khs ok. Cảm nhận của mình về máy khá mượt, cam đẹp, pin khá ổn mình sử dụng chơi game (LQMB,PUBG,...) và lướt mxh khá nhiều nhưng tới cuối ngày pin vẫn còn hơn 30%. Nói chung là máy khá tôt, ổn trong tầm giá, tuy nhiên lâu lâu có hơi khựng 1 chút nhưng tần suất không nhiều. Ý kiến của riêng mình cảm ơn mn",4,6/5/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,mình mua máy hôm 3 5 ở tgdđ nguyễn thị tú nhân viên tư vấn nhiệt tình khs ok cảm nhận của mình về máy khá mượt cam đẹp pin khá ổn mình sử dụng chơi game lqmb pubg và lướt mxh khá nhiều nhưng tới cuối ngày pin vẫn còn hơn 30 nói chung là máy khá tôt ổn trong tầm giá tuy nhiên lâu lâu có hơi khựng 1 chút nhưng tần suất không nhiều ý kiến của riêng mình cảm ơn mọi người,positive,none,positive,none,positive,positive,none,none,neutral,positive
2788,Máy quá tốt đối với người kinh sử dụng 😂. Chứ người hoa như mình thì vẫn hạn chế vì thiếu bàn phím tiếng trung 🤒,4,26/02/2020,{FEATURES#Negative};{GENERAL#Positive};,máy quá tốt đối với người kinh sử dụng tốt chứ người hoa như mình thì vẫn hạn chế vì thiếu bàn phím tiếng trung,positive,none,none,negative,none,none,none,none,none,none
2789,"Vừa mua mấy hôm 6490. Nay còn giảm 500k. Xui quá. Tuy nhiên máy ngon, cấu hình ok. Quá xuất sắc redmi ơi.",1,14/03/2020,{PERFORMANCE#Positive};{PRICE#Negative};{GENERAL#Positive};{SER&ACC#Positive};,vừa mua mấy hôm 6490 nay còn giảm 500k xui quá tuy nhiên máy ngon cấu hình ok quá xuất sắc redmi ơi,positive,none,none,none,none,positive,none,none,negative,positive
2790,"Sp quá tuyệt vời, mọi thứ đều ok không còn gì để chê. Mình đã không sai lầm khi rước e nó về. Nhiều bluan bảo sao pin tụt nhanh, camera chụp ko đẹp hay vân tay ko nhạy chi đó.. V.v..camera đẹp hay xấu do trình độ người chụp, máy chạy đa nhiệm tốt, có các chương trình chạy ngầm đương nhiên máy sẽ tụt pin dù bạn ko dùng, vân tay thì cũng phải đặt cho vừa đúng mới nhận diện đc.. Chứ có phải hàng cao cấp đâu. Chơi liên quân thì miễn chê.",5,5/4/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,sản phẩm quá tuyệt vời mọi thứ đều ok không còn gì để chê mình đã không xài lầm khi rước e nó về nhiều bluan bảo sao pin tụt nhanh camera chụp không đẹp hay vân tay không nhạy chi đó v v camera đẹp hay xấu do trình độ người chụp máy chạy đa nhiệm tốt có các chương trình chạy ngầm đương nhiên máy sẽ tụt pin dù bạn không dùng vân tay thì cũng phải đặt cho vừa đúng mới nhận diện được chứ có phải hàng cao cấp đâu chơi liên quân thì miễn chê,positive,none,none,none,none,positive,none,none,none,none
2791,Máy này e đang chơi game thì tự tắt nguồn hk bt bị j luôn. Hk phải tắt 1lần đâu tắt hai 3 lần r,3,12/2/2020,{PERFORMANCE#Negative};,máy này e đang chơi game thì tự tắt nguồn hk bình thường bị gì luôn hk phải tắt 1lần đâu tắt hai 3 lần rồi,none,none,none,none,none,negative,none,none,none,none
2792,"Sai lầm khi mua máy này. Hình chụp lên màu k đúng quá đậm so với màu thực tế, chụp màu hồng nó lên màu đỏ, lướt web hình cũng đậm hơn nhìn rất xấu, nghĩ samsung nên dẹp luôn sp này đi",1,4/1/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,xài lầm khi mua máy này hình chụp lên màu không đúng quá đậm so với màu thực tế chụp màu hồng nó lên màu đỏ lướt web hình cũng đậm hơn nhìn rất xấu nghĩ samsung nên dẹp luôn sản phẩm này đi,negative,none,negative,none,none,negative,none,none,none,negative
2793,Sản phẩm tắt và xóa dữ liệu mạng đi bật chế độ máy bay để qua đêm xuống 9 % là sao,1,2/4/2020,{BATTERY#Negative};,sản phẩm tắt và xóa dữ liệu mạng đi bật chế độ máy bay để qua đêm xuống 9 là sao,none,none,none,none,negative,none,none,none,none,none
2794,Mua ngày hôm qua 14/08 nói chung mượt. Pin thì mau tụt lắm. Để qua đêm mất 4% pin dù đã bật chế độ tiết kiệm pin. Máy đã bị khui ra sẵn không hài lòng.,2,15/08/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{SER&ACC#Negative};{OTHERS};,mua ngày hôm qua 14 08 nói chung mượt pin thì mau tụt lắm để qua đêm mất 4 pin dù đã bật chế độ tiết kiệm pin máy đã bị khui ra sẵn không hài lòng,none,none,none,none,negative,positive,none,none,none,negative
2795,Mấy này tốt số với tâm già thiết kê đẹp hợp thời trắng màn hình khá đẹp thời thượng camera đẹp ảnh chưa sắc nét hệ diêu hành mượt mà câu hình cúi bắp tỷ lệ mạnh hình theo sự thế hiện đại nói chung tốt trong tâm giá,5,3/12/2018,{CAMERA#Positive};{PERFORMANCE#Neutral};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,mấy này tốt số với tâm già thiết kê đẹp hợp thời trắng màn hình khá đẹp thời thượng camera đẹp ảnh chưa sắc nét hệ diêu hành mượt mà câu hình cúi bắp tỷ lệ mạnh hình theo sự thế hiện đại nói chung tốt trong tâm giá,positive,none,positive,none,none,neutral,none,positive,neutral,none
2796,Game thì giật lãng dt nhanh hết pin hay mất mạng cứ phải khoi đong lai mới có 4 g thật sự thất vọng,1,13/08/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,game thì giật lãng điện thoại nhanh hết pin hay mất mạng cứ phải khoi đong lai mới có 4 g thật sự thất vọng,negative,none,none,negative,negative,negative,none,none,none,none
2797,Mới mua hồi tối thấy chụp hình cũng đẹp nhưng bin mau hết . nhân viên nhiệt tình hết màu trắng nên mua màu đen máy sạc nhanh tuy bin mau hết  tầm giá này là OK rồi,4,19/06/2020,{CAMERA#Positive};{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,mới mua hồi tối thấy chụp hình cũng đẹp nhưng pin mau hết nhân viên nhiệt tình hết màu trắng nên mua màu đen máy sạc nhanh tuy pin mau hết tầm giá này là ok rồi,positive,none,positive,none,neutral,none,none,none,neutral,positive
2798,"Máy này bạn mình mua được một thời gian rồi, pin khá trâu, chụp ảnh thì quá tệ cho 1 con máy samsung, đôi khi còn bị đơ. Nói chung bạn nào thích chụp ảnh như mình thì k nên mua con máy này",3,24/04/2020,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{OTHERS};,máy này bạn mình mua được một thời gian rồi pin khá trâu chụp ảnh thì quá tệ cho 1 con máy samsung đôi khi còn bị đơ nói chung bạn nào thích chụp ảnh như mình thì không nên mua con máy này,none,none,negative,none,positive,negative,none,none,none,none
2799,8tr thì hơi cao còn 6tr5 mọi thứ ok.game khôg quá tốt nhưg chụp ảnh đẹp.......................,5,26/03/2020,{CAMERA#Positive};{PERFORMANCE#Neutral};{PRICE#Negative};{GENERAL#Positive};,8tr thì hơi cao còn 6tr5 mọi thứ ok game khôg quá tốt nhưg chụp ảnh đẹp,positive,none,positive,none,none,neutral,none,none,negative,none
2800,"Máy mới mua chua dc 1 tháng , cắm tai nghe máy loạn phím âm lượng  , sai lầm chon mua sản phẩm này",1,11/12/2019,{FEATURES#Negative};,máy mới mua chua được 1 tháng cắm tai nghe máy loạn phím âm lượng xài lầm chon mua sản phẩm này,none,none,none,negative,none,none,none,none,none,none
